Well,528/20,590/20
A1,812
B1,882
C1,861
D1,867
E1,845
F1,845
G1,849
H1,795
A2,1133
B2,1043
C2,1040
D2,979
E2,1096
F2,1049
G2,979
H2,1030
A3,1438
B3,1314
C3,1272
D3,1275
E3,1355
F3,1286
G3,1094
H3,1414
A4,1796
B4,1514
C4,1536
D4,1447
E4,1649
F4,1480
G4,1118
H4,1395
A5,0
B5,0
C5,0
D5,2
E5,2
F5,3
G5,2
H5,2
A6,0
B6,0
C6,1
D6,2
E6,2
F6,3
G6,2
H6,2
A7,0
B7,0
C7,0
D7,1
E7,1
F7,2
G7,2
H7,2
A8,0
B8,1
C8,1
D8,2
E8,2
F8,2
G8,1
H8,1
A9,824
B9,734
C9,1
D9,1
E9,1
F9,2
G9,1
H9,2
A10,851
B10,817
C10,1
D10,1
E10,2
F10,1
G10,1
H10,0
A11,869
B11,873
C11,1
D11,1
E11,1
F11,2
G11,1
H11,2
A12,821
B12,879
C12,0
D12,1
E12,1
F12,2
G12,2
H12,2

