Well,528/20,590/20
A1,938
B1,994
C1,934
D1,929
E1,932
F1,918
G1,916
H1,913
A2,1765
B2,2104
C2,1504
D2,2266
E2,3745
F2,2459
G2,1081
H2,1816
A3,2482
B3,3111
C3,2047
D3,4082
E3,7043
F3,4169
G3,1249
H3,2839
A4,3311
B4,3965
C4,2651
D4,5539
E4,9208
F4,4995
G4,1710
H4,3775
A5,0
B5,0
C5,1
D5,0
E5,1
F5,0
G5,2
H5,0
A6,0
B6,0
C6,1
D6,0
E6,0
F6,1
G6,1
H6,1
A7,0
B7,0
C7,0
D7,1
E7,2
F7,1
G7,2
H7,1
A8,0
B8,0
C8,0
D8,0
E8,1
F8,0
G8,2
H8,1
A9,938
B9,942
C9,1
D9,1
E9,2
F9,0
G9,2
H9,1
A10,985
B10,956
C10,0
D10,0
E10,1
F10,2
G10,1
H10,1
A11,980
B11,989
C11,1
D11,1
E11,1
F11,3
G11,2
H11,2
A12,991
B12,924
C12,1
D12,0
E12,2
F12,2
G12,1
H12,2

